TIME,RISE,COUN,ENER,DURATION,AMP,SHEAR STRESS
177.475592,261,7,4,287,57,3.385361528
177.4834007,5,7,3,79,64,3.385361528
177.503439,3,4,1,53,57,3.385361528
177.5788302,46,4,1,60,55,3.395434681
177.6218923,6,10,4,82,62,3.395434681
177.6920112,20,10,4,69,63,3.395434681
177.8142167,1,6,2,52,59,3.397424944
177.8405428,1,1,2,52,50,3.397424944
177.8763002,2,4,1,38,56,3.397424944
177.887275,4,10,6,98,68,3.397424944
177.9238412,9,37,41,365,79,3.397424944
178.0215202,59,7,4,132,57,3.397424944
178.0618172,7,9,4,87,65,3.407946799
178.07511,6,9,3,62,61,3.407946799
178.1021897,57,15,7,138,62,3.407946799
178.1054808,6,13,8,110,67,3.407946799
178.109598,3,3,1,34,56,3.407946799
178.1430072,3,3,1,24,58,3.407946799
178.145721,3,5,2,56,61,3.407946799
178.228917,5,12,8,109,68,3.407946799
178.2366292,10,22,19,197,75,3.407946799
178.249846,15,9,4,140,59,3.407946799
178.3949828,3,5,2,44,63,3.408288048
178.397333,2,7,2,52,62,3.408288048
178.400075,5,4,1,25,60,3.408288048
178.418515,5,12,5,98,60,3.408288048
178.4488107,2,3,1,11,57,3.408288048
178.4549588,9,24,17,160,76,3.408288048
178.5494768,2,14,10,126,67,3.408288048
178.5542642,11,23,15,174,75,3.414549709
178.6772947,6,6,1,35,58,3.414549709
178.8591613,3,3,1,24,58,3.417627769
178.9478778,5,5,2,65,54,3.417627769
178.9607597,36,9,4,99,57,3.417627769
179.0348623,36,4,1,53,55,3.417627769
179.043541,8,10,5,89,62,3.417627769
179.0820247,42,17,12,181,67,3.425264055
179.0969842,5,20,15,196,74,3.425264055
179.138477,5,7,4,85,65,3.425264055
179.1461763,3,3,1,27,56,3.425264055
179.1654197,14,6,2,42,62,3.425264055
179.1744978,6,6,3,83,62,3.425264055
179.1844542,7,42,44,371,80,3.425264055
179.1924093,3,3,1,49,57,3.425264055
179.240758,2,3,1,259,53,3.425264055
179.290728,245,104,464,1394,98,3.425264055
179.326785,1,3,1,25,59,3.435870309
179.3292697,12,6,2,31,60,3.435870309
179.377646,3,2,2,391,56,3.435870309
179.3962057,6,4,1,23,59,3.435870309
179.4013262,4,2,1,332,52,3.435870309
179.4043632,4,3,1,27,59,3.435870309
179.4277168,9,4,1,49,58,3.435870309
179.4454363,23,12,6,108,63,3.435870309
179.4889448,531,3,2,538,57,3.435870309
179.5070302,13,5,1,26,58,3.435870309
179.5405933,6,12,8,86,67,3.435870309
179.562409,4,4,2,53,59,3.440236787
179.5779313,2,13,6,105,62,3.440236787
179.581505,2,1,6,105,50,3.440236787
179.6169263,13,6,2,67,59,3.440236787
179.620992,10,4,3,502,57,3.440236787
179.624364,38,7,3,59,61,3.440236787
179.626417,23,8,4,94,61,3.440236787
179.6563772,32,20,17,201,71,3.440236787
179.6787147,8,4,1,48,55,3.440236787
179.6871797,3,4,1,25,58,3.440236787
179.6891903,31,7,3,63,60,3.440236787
179.7411743,570,7,9,590,63,3.440236787
179.7538007,15,16,11,175,69,3.440236787
179.783096,15,3,1,31,55,3.440236787
179.789253,48,20,12,208,64,3.440236787
179.8107377,3,4,1,36,59,3.443427664
179.8447372,5,3,1,25,56,3.443427664
179.856098,193,11,7,260,63,3.443427664
179.9519308,216,9,4,263,62,3.443427664
179.9842937,6,6,2,55,62,3.443427664
179.9962352,2,12,5,75,62,3.443427664
180.0116657,33,14,9,120,60,3.443427664
180.0223683,23,5,2,87,53,3.443427664
180.0366582,7,43,66,975,85,3.443427664
180.0506813,170,14,10,274,68,3.450378294
180.0537327,14,3,1,19,57,3.450378294
180.0575642,251,5,3,297,57,3.450378294
180.0756588,1,6,2,55,58,3.450378294
180.0941458,45,5,1,60,55,3.450378294
180.104545,2,10,3,51,64,3.450378294
180.1088147,19,4,1,26,58,3.450378294
180.1998207,9,10,4,65,63,3.450378294
180.2651592,4,31,40,305,77,3.450378294
180.3526433,4,5,1,42,55,3.461091953
180.3956803,12,4,1,31,58,3.461091953
180.423909,2,10,4,100,59,3.461091953
180.432835,755,3,3,759,57,3.461091953
180.439599,6,3,1,26,59,3.461091953
180.448707,25,10,4,79,62,3.461091953
180.4814928,6,24,20,204,78,3.461091953
180.4875703,7,12,7,97,70,3.461091953
180.5039063,16,8,4,516,55,3.461091953
180.5184723,4,6,3,44,64,3.461091953
180.6314968,141,14,7,218,66,3.464559925
180.642531,141,1,7,218,50,3.464559925
180.6594517,6,11,6,86,68,3.464559925
180.6659162,2,15,6,113,67,3.464559925
180.701467,8,11,6,92,67,3.464559925
180.7188503,9,30,28,283,77,3.464559925
180.7335027,5,12,6,112,66,3.464559925
180.7711168,7,10,5,87,68,3.464559925
180.8364218,2,2,1,473,52,3.464348115
180.8490198,2,3,1,51,53,3.464348115
180.852816,2,26,16,213,74,3.464348115
180.9180483,2,11,4,91,63,3.464348115
180.921735,103,20,12,204,73,3.464348115
180.9740048,12,49,95,482,88,3.464348115
181.065388,1,3,1,33,60,3.472597222
181.0678777,2,34,29,594,78,3.472597222
181.0704417,1,7,4,791,58,3.472597222
181.0995003,6,8,6,86,68,3.472597222
181.1162267,9,30,25,223,79,3.472597222
181.1598058,2,14,7,97,70,3.472597222
181.190608,29,35,31,310,77,3.472597222
181.4163008,1111,35,39,1395,81,3.480917839
181.4962618,3,2,1,31,58,3.480917839
181.547043,3,22,19,158,70,3.480917839
181.5764297,5,4,1,25,59,3.492755399
181.650918,6,13,10,520,66,3.492755399
181.6543123,6,1,10,520,50,3.492755399
181.7342017,7,5,3,41,64,3.492755399
181.7387162,1,3,1,24,60,3.492755399
181.7920788,16,4,1,21,58,3.492755399
181.8278242,7,6,5,801,63,3.495232813
181.8420362,15,8,3,62,60,3.495232813
181.87235,3,13,9,711,61,3.495232813
181.8749582,7,9,4,80,67,3.495232813
181.9254883,237,22,16,420,73,3.495232813
182.0149577,13,9,5,90,64,3.495232813
182.0259992,112,22,15,239,69,3.495232813
182.0366633,15,7,3,65,62,3.495232813
182.0839727,13,9,3,58,59,3.506905708
182.100411,7,124,142,2579,86,3.506905708
182.1562728,15,11,5,75,65,3.506905708
182.2091067,9,17,9,249,68,3.506905708
182.2232152,7,7,3,79,61,3.506905708
182.234475,51,4,1,55,53,3.506905708
182.2794177,21,6,2,63,55,3.506905708
182.2819803,1,4,2,78,56,3.506905708
182.308468,22,4,1,68,55,3.505371644
182.3158003,41,5,1,49,55,3.505371644
182.323612,12,23,23,285,74,3.505371644
182.369803,6,7,4,86,66,3.505371644
182.3866733,3,3,1,53,57,3.505371644
182.399051,11,6,2,58,58,3.505371644
182.4428138,6,8,3,56,65,3.505371644
182.4636227,5,6,2,51,64,3.505371644
182.4747362,4,30,26,254,77,3.505371644
182.6073117,3,6,5,83,68,3.507925853
182.6319837,3,5,2,40,65,3.507925853
182.6678443,4,6,4,94,67,3.507925853
182.697181,772,21,20,948,73,3.507925853
182.7657,2,10,4,100,61,3.507925853
182.7993968,1,4,1,39,57,3.507925853
182.8148638,2,9,4,64,63,3.512375655
182.8195062,5,10,3,82,61,3.512375655
182.9339462,2,7,2,66,58,3.512375655
182.967282,2,7,2,57,59,3.512375655
182.9884567,14,6,2,59,57,3.512375655
182.9957017,3,4,1,27,62,3.512375655
183.0083157,1,8,3,74,58,3.512375655
183.0916742,7,21,17,266,72,3.519788102
183.0956232,26,12,8,177,64,3.519788102
183.1393912,8,23,12,195,73,3.519788102
183.1476608,55,5,1,75,57,3.519788102
183.1496743,55,1,1,75,50,3.519788102
183.1739522,3,7,2,54,62,3.519788102
183.19407,3,1,2,54,50,3.519788102
183.1965567,1,7,3,87,58,3.519788102
183.2139648,43,7,3,97,57,3.519788102
183.248539,2,8,3,56,62,3.519788102
183.2511383,2,4,1,50,54,3.519788102
183.2790502,15,7,2,43,61,3.519788102
183.2824528,14,7,2,66,63,3.519788102
183.3006568,14,7,3,57,61,3.531393208
183.347758,2,13,6,148,60,3.531393208
183.3745122,3,13,9,95,69,3.531393208
183.3903722,19,2,1,52,51,3.531393208
183.428596,9,5,1,51,58,3.531393208
183.4315747,9,4,2,43,60,3.531393208
183.4364132,3,4,1,40,54,3.531393208
183.459383,607,2,2,607,54,3.531393208
183.4674967,2,26,28,238,75,3.531393208
183.4863333,3,4,1,27,61,3.531393208
183.4998518,3,1,1,27,50,3.531393208
183.5160428,3,6,3,61,62,3.531393208
183.518659,6,19,14,194,71,3.531393208
183.5258683,10,28,27,287,75,3.531393208
183.5543342,10,1,27,287,50,3.540629564
183.574756,24,4,1,45,55,3.540629564
183.5789832,20,11,6,96,65,3.540629564
183.6122267,3,24,25,254,77,3.540629564
183.6213272,3,6,4,287,54,3.540629564
183.6511092,3,15,10,128,67,3.540629564
183.6564102,3,3,1,46,54,3.540629564
183.668876,24,29,30,926,75,3.540629564
183.6720988,23,11,5,88,64,3.540629564
183.731834,17,8,3,93,59,3.540629564
183.7458967,4,85,133,941,87,3.540629564
183.797686,3,8,4,59,62,3.540629564
183.8213297,5,8,3,55,63,3.546959325
183.8467568,13,9,4,64,62,3.546959325
183.881074,17,5,3,93,59,3.546959325
183.904553,2,4,1,29,57,3.546959325
183.9399152,8,10,6,650,65,3.546959325
183.9611848,3,13,9,390,65,3.546959325
183.98458,3,10,5,84,66,3.546959325
184.0508457,11,14,8,135,65,3.551955351
184.0699342,13,16,10,166,67,3.551955351
184.082088,2,21,16,175,69,3.551955351
184.1211943,17,4,1,26,54,3.551955351
184.133914,17,1,1,26,50,3.551955351
184.1358388,6,11,7,101,67,3.551955351
184.1745517,2,3,1,31,56,3.551955351
184.2110777,16,29,28,358,75,3.551955351
184.216903,3,4,1,25,58,3.551955351
184.2227077,8,4,1,45,57,3.551955351
184.2395868,2,26,23,280,73,3.551955351
184.2419723,9,8,4,89,64,3.551955351
184.247595,158,30,23,361,69,3.551955351
184.2524978,6,14,9,147,69,3.551955351
184.2662932,8,10,6,112,63,3.551955351
184.2716143,7,11,5,86,67,3.551955351
184.27814,14,17,8,138,66,3.551955351
184.2802412,14,1,8,138,50,3.551955351
184.297393,13,16,10,149,72,3.551955351
184.3327848,5,17,14,191,72,3.553087793
184.337532,5,9,4,100,65,3.553087793
184.3515848,33,44,75,423,80,3.553087793
184.3687538,33,2,1,74,53,3.553087793
184.3996037,22,12,7,95,64,3.553087793
184.425244,6,3,1,53,55,3.553087793
184.4463007,6,1,1,53,50,3.553087793
184.5249882,15,24,13,229,65,3.553087793
184.532062,5,5,3,153,55,3.553087793
184.5421417,3,7,4,57,66,3.553087793
184.5534457,8,14,11,196,71,3.559347127
184.5691602,3,6,3,94,61,3.559347127
184.597919,2,2,1,6,52,3.559347127
184.6275103,4,6,2,53,62,3.559347127
184.6487408,593,11,7,673,61,3.559347127
184.6579652,14,6,4,450,57,3.559347127
184.7138873,6,4,1,26,57,3.559347127
184.7204882,6,22,18,197,77,3.559347127
184.9279523,3,7,2,52,62,3.573343371
185.0535178,8,12,6,112,64,3.576913235
185.0594368,7,6,1,31,58,3.576913235
185.0629858,18,12,7,117,65,3.576913235
185.114085,6,4,1,26,60,3.576913235
185.1419617,14,18,15,969,71,3.576913235
185.182874,8,3,1,28,57,3.576913235
185.1939472,22,5,1,38,53,3.576913235
185.2119087,15,9,5,91,64,3.576913235
185.2193862,3,4,1,26,59,3.576913235
185.2389647,189,42,44,467,78,3.576913235
185.263045,8,9,3,453,57,3.576913235
185.2664338,19,26,33,233,78,3.576913235
185.285933,20,4,1,50,56,3.576913235
185.3110892,24,12,7,284,60,3.58421639
185.3141433,6,5,3,361,55,3.58421639
185.324223,6,3,1,23,61,3.58421639
185.3490227,3,3,1,23,58,3.58421639
185.354554,3,8,3,55,64,3.58421639
185.3658182,6,6,2,62,61,3.58421639
185.3757912,5,6,2,52,63,3.58421639
185.3885942,14,24,22,407,72,3.58421639
185.412861,6,10,4,84,65,3.58421639
185.4866742,12,9,3,61,61,3.58421639
185.5575757,3,4,1,27,61,3.582582507
185.572595,283,2,1,283,50,3.582582507
185.580106,283,1,1,283,50,3.582582507
185.6104103,12,6,2,56,56,3.582582507
185.6201578,5,13,9,112,72,3.582582507
185.6356813,6,17,13,351,72,3.582582507
185.653584,3,24,19,208,74,3.582582507
185.6760352,7,7,3,84,62,3.582582507
185.7113722,246,9,4,298,60,3.582582507
185.738923,2,13,6,112,63,3.582582507
185.748438,88,30,34,361,76,3.582582507
185.858128,2,8,4,103,62,3.591573228
185.907661,7,11,5,88,66,3.591573228
185.9149132,2,5,2,52,59,3.591573228
185.9500992,6,3,1,26,59,3.591573228
185.965218,19,37,37,326,77,3.591573228
185.989257,17,9,3,90,60,3.591573228
186.039407,5,6,2,58,59,3.591573228
186.0652008,487,6,4,507,59,3.599152583
186.0951297,7,28,25,287,78,3.599152583
186.1009967,298,16,10,362,65,3.599152583
186.1284238,244,22,21,450,74,3.599152583
186.1816103,14,3,1,31,56,3.599152583
186.2747612,8,5,2,72,55,3.599152583
186.321376,16,9,5,99,61,3.607798472
186.334113,16,1,5,99,50,3.607798472
186.3415988,14,10,5,94,65,3.607798472
186.4331172,7,21,16,191,75,3.607798472
186.5402077,16,17,8,122,69,3.607798472
186.5994267,3,4,1,27,62,3.60847867
186.6076408,417,12,7,439,62,3.60847867
186.6307152,4,4,2,49,59,3.60847867
186.634975,6,11,6,86,68,3.60847867
186.6439657,2,4,1,25,60,3.60847867
186.651737,2,1,1,25,50,3.60847867
186.703221,14,7,2,68,61,3.60847867
186.7079873,7,13,8,110,67,3.60847867
186.7251272,17,8,2,63,58,3.60847867
186.7402342,6,6,2,55,63,3.60847867
186.7958178,3,7,3,80,64,3.60847867
186.8160202,2,6,2,75,59,3.613460787
186.8596142,8,8,3,83,61,3.613460787
186.908189,3,4,2,53,61,3.613460787
186.915063,3,3,1,50,59,3.613460787
186.9190823,6,24,20,196,76,3.613460787
186.9377837,3,16,11,190,71,3.613460787
186.9539312,12,46,62,357,84,3.613460787
186.9619582,12,1,62,357,50,3.613460787
186.991783,3,8,4,84,64,3.613460787
187.0464867,3,5,1,50,55,3.613460787
187.05206,4,18,12,304,67,3.620852687
187.128835,3,3,1,23,59,3.620852687
187.2277027,4,5,1,30,59,3.620852687
187.246597,12,4,2,65,56,3.620852687
187.3130802,3,4,1,29,61,3.620112685
187.391427,5,4,1,25,60,3.620112685
187.4310703,52,3,1,53,55,3.620112685
187.4644132,3,4,2,50,63,3.620112685
187.480027,6,4,1,49,60,3.620112685
187.520177,3,5,3,49,64,3.620112685
187.5472522,10,10,5,94,67,3.620112685
187.5785827,3,4,1,25,59,3.624344089
187.5837993,14,4,2,31,60,3.624344089
187.6007743,10,8,4,220,62,3.624344089
187.605539,7,11,6,111,65,3.624344089
187.6458833,19,12,7,99,64,3.624344089
187.7128493,6,6,2,56,62,3.624344089
187.78166,10,52,115,506,88,3.624344089
187.8529542,6,9,5,112,61,3.636764673
187.906692,6,4,1,26,61,3.636764673
187.947448,7,7,2,47,62,3.636764673
187.9770593,4,3,1,35,53,3.636764673
188.011724,10,5,2,56,60,3.636764673
188.1709313,7,4,1,31,58,3.644503497
188.2094408,434,51,72,743,83,3.644503497
188.2412633,4,5,1,47,57,3.644503497
188.2440113,3,5,1,56,58,3.644503497
188.258382,232,16,14,359,69,3.644503497
188.285381,2,11,6,97,63,3.644503497
188.3415242,3,3,3,534,55,3.647755174
188.374484,3,3,1,34,54,3.647755174
188.428044,39,5,1,49,57,3.647755174
188.45593,7,12,5,89,67,3.647755174
188.47415,8,6,3,57,60,3.647755174
188.4799017,14,12,9,147,65,3.647755174
188.488754,6,4,1,28,56,3.647755174
188.5496032,15,12,5,95,65,3.647755174
188.5661882,1,6,1,55,56,3.656423634
188.634444,54,10,5,112,62,3.656423634
188.6363565,1,10,3,75,59,3.656423634
188.642411,7,24,22,221,76,3.656423634
188.7206802,300,8,4,350,62,3.656423634
188.7299137,2,4,1,66,56,3.656423634
188.7383422,6,3,1,26,60,3.656423634
188.7789692,13,8,4,79,59,3.656423634
188.7988697,5,5,1,58,55,3.656423634
188.824186,3,4,1,25,59,3.664141905
188.865716,3,1,1,25,50,3.664141905
188.9118668,42,3,1,43,53,3.664141905
188.9323957,1,10,3,57,62,3.664141905
188.9975412,6,5,2,56,61,3.664141905
189.0079612,718,10,8,802,68,3.664141905
189.0693433,2,3,1,34,55,3.66503759
189.1098008,24,20,20,176,72,3.66503759
189.117861,4,5,2,38,63,3.66503759
189.1282042,18,4,1,45,56,3.66503759
189.236505,20,6,3,75,58,3.66503759
189.2902622,10,30,26,291,79,3.66503759
189.300516,2,5,3,175,59,3.672057129
189.3699693,28,6,1,41,57,3.672057129
189.407461,6,6,3,83,65,3.672057129
189.4447247,447,29,27,702,79,3.672057129
189.4692668,10,41,44,292,83,3.672057129
189.5114527,6,9,5,82,68,3.672057129
189.5166902,6,1,5,82,50,3.672057129
189.5929982,56,23,19,212,70,3.681437071
189.6322797,2,4,1,48,56,3.681437071
189.684714,4,17,18,195,74,3.681437071
189.7585568,7,82,245,822,93,3.681437071
189.822764,9,26,28,936,75,3.693301917
189.893227,5,23,15,215,69,3.693301917
189.923307,634,4,4,638,54,3.693301917
189.9478473,33,8,3,93,57,3.693301917
189.979523,55,4,1,59,53,3.693301917
190.003737,6,16,11,404,67,3.693301917
190.037604,3,4,1,26,59,3.693301917
190.0410472,34,8,3,91,59,3.693301917
190.0509127,185,41,45,534,82,3.694579063
190.1057667,19,5,1,52,55,3.694579063
190.1396458,22,6,3,100,58,3.694579063
190.170593,14,5,1,42,59,3.694579063
190.172739,2,4,1,28,56,3.694579063
190.17798,401,43,79,806,85,3.694579063
190.194585,6,5,3,246,57,3.694579063
190.2225692,54,7,2,64,57,3.694579063
190.254456,2,5,3,118,59,3.694579063
190.2658312,10,18,10,123,71,3.694579063
190.2689693,7,11,8,111,68,3.694579063
190.394576,2,11,5,79,63,3.693458723
190.4283187,2,3,1,53,54,3.693458723
190.432837,3,3,1,26,57,3.693458723
190.4408722,3,2,1,53,53,3.693458723
190.4691543,26,27,21,232,69,3.693458723
190.4948167,2,19,15,215,71,3.693458723
190.5757173,2,2,2,407,53,3.70554218
190.5954253,3,2,1,52,53,3.70554218
190.609531,2,13,6,96,62,3.70554218
190.627717,11,11,5,117,62,3.70554218
190.6796822,12,8,4,63,63,3.70554218
190.700956,22,4,1,50,53,3.70554218
190.7572818,3,5,2,55,60,3.70554218
190.760933,11,5,1,57,56,3.70554218
190.814613,3,15,11,148,70,3.710191015
190.8388318,14,11,6,94,67,3.710191015
190.8639637,2,8,2,61,61,3.710191015
190.9029738,5,19,18,1033,72,3.710191015
190.9193323,6,12,6,138,68,3.710191015
190.9252183,3,4,4,505,56,3.710191015
190.9345452,295,11,5,351,61,3.710191015
190.9764388,5,5,1,31,61,3.710191015
190.992137,6,13,8,163,69,3.710191015
190.9954878,229,3,2,233,55,3.710191015
191.0088167,34,8,4,72,66,3.710191015
191.0160293,3,2,1,8,55,3.710191015
191.0703468,10,9,5,93,68,3.713684207
191.1090728,9,12,8,103,68,3.713684207
191.1401462,2,3,1,15,57,3.713684207
191.1458253,2,10,5,93,65,3.713684207
191.1499037,11,84,183,854,93,3.713684207
191.1577292,5,3,1,20,57,3.713684207
191.183421,3,3,1,56,56,3.713684207
191.208763,3,8,3,103,57,3.713684207
191.210735,51,8,3,102,59,3.713684207
191.2719973,17,5,1,50,55,3.713684207
191.3314673,3,13,9,162,66,3.723621332
191.3440978,3,1,9,162,50,3.723621332
191.386253,6,32,30,284,79,3.723621332
191.430864,11,6,1,33,57,3.723621332
191.4853812,8,6,2,61,61,3.723621332
191.593707,3,22,18,204,69,3.735474338
191.644705,4,11,8,84,66,3.735474338
191.687162,24,7,3,66,61,3.735474338
191.689819,3,4,1,46,52,3.735474338
191.812384,558,90,235,1331,97,3.745637727
191.8172718,17,29,30,316,76,3.745637727
191.8229627,1,8,2,54,61,3.745637727
191.8295567,3,5,2,37,64,3.745637727
191.8409453,3,1,2,37,50,3.745637727
191.9867503,8,16,12,162,72,3.745637727
192.0132388,12,4,1,35,54,3.745637727
192.077058,6,8,3,75,59,3.747496505
192.0792153,33,5,1,37,55,3.747496505
192.0857473,1,6,1,55,57,3.747496505
192.1074853,3,4,1,26,56,3.747496505
192.1202593,36,14,7,140,62,3.747496505
192.1582697,27,7,3,84,61,3.747496505
192.1604767,13,6,2,57,61,3.747496505
192.1825392,2,13,4,82,66,3.747496505
192.19933,2,5,1,52,57,3.747496505
192.2580892,2,7,2,59,59,3.747496505
192.2828057,3,3,2,137,55,3.747496505
192.318056,3,4,1,27,57,3.754426621
192.322949,10,4,1,55,57,3.754426621
192.3516618,6,13,8,109,71,3.754426621
192.36665,9,2,1,9,53,3.754426621
192.423572,3,3,1,24,60,3.754426621
192.4289088,64,6,3,110,62,3.754426621
192.441958,1088,8,6,1137,62,3.754426621
192.4480238,9,20,14,203,66,3.754426621
192.4582057,3,7,2,58,63,3.754426621
192.4712437,3,7,3,83,62,3.754426621
192.4778683,10,8,4,91,63,3.754426621
192.4846778,5,11,5,97,65,3.754426621
192.4953147,2,6,2,58,61,3.754426621
192.5407508,328,22,20,457,68,3.754426621
192.547741,2,7,2,48,58,3.754426621
192.5573587,1,6,1,36,55,3.757021512
192.559663,15,8,5,754,60,3.757021512
192.590679,12,9,3,61,61,3.757021512
192.6041327,3,2,1,49,54,3.757021512
192.6553682,6,14,8,130,67,3.757021512
192.6594772,4,8,4,84,64,3.757021512
192.716007,46,14,8,126,69,3.757021512
192.7541558,2,15,9,103,71,3.757021512
192.7734237,10,12,6,93,66,3.757021512
192.7982667,8,9,6,85,67,3.757021512
192.806688,2,13,6,184,63,3.762746458
192.8122988,5,12,7,356,60,3.762746458
192.8480247,11,27,25,220,77,3.762746458
192.8629067,2,7,2,57,60,3.762746458
192.8707862,3,7,3,70,63,3.762746458
192.8873222,3,1,3,70,50,3.762746458
192.8938397,38,16,8,151,66,3.762746458
192.9233337,8,8,3,57,61,3.762746458
192.9427142,11,14,13,129,72,3.762746458
193.063928,9,43,97,385,89,3.773765579
193.125427,88,60,81,1305,84,3.773765579
193.1391283,4,4,1,32,58,3.773765579
193.1443792,52,11,6,752,57,3.773765579
193.1675988,13,5,1,54,56,3.773765579
193.208411,3,5,1,23,55,3.773765579
193.2120812,6,12,8,105,69,3.773765579
193.2504762,27,7,5,66,61,3.773765579
193.2543433,499,2,2,503,54,3.773765579
193.288423,3,13,7,131,64,3.773765579
193.2977083,10,5,2,33,58,3.773765579
193.309798,10,20,17,198,73,3.782083039
193.3193407,1,7,2,33,59,3.782083039
193.3223373,3,6,2,56,62,3.782083039
193.3592592,3,3,1,24,58,3.782083039
193.4082492,3,19,14,190,74,3.782083039
193.4277142,19,14,8,131,67,3.782083039
193.440316,228,29,22,416,72,3.782083039
193.4883342,10,13,6,121,66,3.782083039
193.574439,52,3,1,56,53,3.786257707
193.643848,6,19,13,182,73,3.786257707
193.657445,2,11,8,764,59,3.786257707
193.6620507,658,29,23,818,72,3.786257707
193.6667892,14,15,9,118,69,3.786257707
193.675979,3,3,1,24,56,3.786257707
193.6822633,22,9,3,94,59,3.786257707
193.7980082,6,13,8,112,65,3.786257707
193.8438293,3,14,7,77,70,3.789264716
193.8711022,3,24,27,209,77,3.789264716
193.8734202,15,5,1,42,59,3.789264716
193.895737,564,8,5,617,63,3.789264716
193.9088242,6,5,3,40,67,3.789264716
193.9317718,2,12,8,115,69,3.789264716
193.965355,8,46,65,383,85,3.789264716
193.990241,10,47,64,434,86,3.789264716
194.0483082,2,5,1,58,56,3.789264716
194.0708538,14,21,14,178,70,3.7985699
194.0901187,9,7,3,43,66,3.7985699
194.1004067,3,13,8,87,71,3.7985699
194.114738,4,3,1,23,54,3.7985699
194.143181,2,4,1,30,55,3.7985699
194.1683147,19,11,5,114,61,3.7985699
194.1883878,5,6,1,34,57,3.7985699
194.2181947,4,6,2,80,58,3.7985699
194.221085,2,3,1,52,59,3.7985699
194.2292152,14,7,4,57,65,3.7985699
194.3381993,1,2,2,188,51,3.806467185
194.3418798,2,6,2,57,58,3.806467185
194.3708338,8,4,1,57,56,3.806467185
194.4098107,11,3,1,44,54,3.806467185
194.5478783,37,3,1,38,52,3.806467185
194.5542627,6,61,146,538,88,3.807782156
194.5742648,4,29,34,363,75,3.807782156
194.595395,14,3,1,31,59,3.807782156
194.6269008,5,5,2,29,62,3.807782156
194.6307748,6,4,1,30,59,3.807782156
194.6396507,6,8,3,89,60,3.807782156
194.6556392,2,5,2,61,60,3.807782156
194.679875,6,8,3,58,63,3.807782156
194.6917988,4,22,20,566,72,3.807782156
194.694181,8,7,3,115,56,3.807782156
194.6962657,14,7,2,73,59,3.807782156
194.698905,9,15,12,151,70,3.807782156
194.7376567,3,4,1,26,61,3.807782156
194.762775,3,7,3,80,59,3.807782156
194.786008,2,5,2,60,58,3.807782156
194.8063042,8,8,3,64,63,3.812396004
194.820243,127,8,6,919,59,3.812396004
194.8531762,4,5,3,53,62,3.812396004
194.8639957,11,4,1,52,55,3.812396004
194.8833212,53,4,1,77,54,3.812396004
194.941991,11,19,12,1090,64,3.812396004
194.9460977,21,12,7,101,63,3.812396004
194.957332,5,6,4,86,67,3.812396004
195.034832,5,8,3,57,62,3.812396004
195.0967692,13,16,11,159,70,3.822011808
195.1054397,10,15,13,170,73,3.822011808
195.1126633,6,6,2,55,60,3.822011808
195.1586982,20,12,9,914,59,3.822011808
195.1822303,20,1,9,914,50,3.822011808
195.1993952,20,1,9,914,50,3.822011808
195.2323172,16,6,2,52,58,3.822011808
195.2527497,6,11,6,68,65,3.822011808
195.2707463,10,72,98,1502,85,3.822011808
195.2874827,14,30,24,301,70,3.822011808
195.318145,6,12,5,100,67,3.826285809
195.330216,3,5,1,52,58,3.826285809
195.334269,358,14,10,466,65,3.826285809
195.3983747,16,7,3,66,61,3.826285809
195.4290852,12,13,7,131,65,3.826285809
195.4373308,4,6,2,54,62,3.826285809
195.4501832,3,3,1,24,58,3.826285809
195.4576058,7,5,2,61,59,3.826285809
195.47846,15,13,7,91,70,3.826285809
195.5235968,6,5,2,51,62,3.826285809
195.5461323,2,6,1,40,61,3.826285809
195.5488197,6,14,11,162,70,3.826285809
195.563362,6,1,11,162,50,3.83767904
195.571152,27,9,4,78,64,3.83767904
195.6106157,2,8,3,65,63,3.83767904
195.6339747,2,1,3,65,50,3.83767904
195.682055,2,3,2,350,54,3.83767904
195.740817,13,6,2,63,62,3.83767904
195.7876047,484,6,5,504,59,3.83767904
195.801679,5,9,3,79,56,3.836958725
195.8158572,5,1,3,79,50,3.836958725
195.817824,73,7,4,93,64,3.836958725
195.820255,49,3,1,52,53,3.836958725
195.9315372,6,4,1,26,61,3.836958725
195.9906367,6,5,1,25,59,3.836958725
196.0224827,6,5,2,38,61,3.836958725
196.024646,4,3,1,13,59,3.836958725
196.0644148,2,9,5,109,64,3.850255814
196.0674807,8,4,1,32,59,3.850255814
196.10111,2,8,3,60,63,3.850255814
196.1035707,10,8,3,78,61,3.850255814
196.1650262,6,7,3,55,63,3.850255814
196.1729822,6,12,6,84,68,3.850255814
196.1829398,7,10,4,79,65,3.850255814
196.22458,52,3,1,55,53,3.850255814
196.251281,100,2,1,104,53,3.850255814
196.260927,18,21,19,205,73,3.850255814
196.3567838,5,8,3,57,65,3.854374032
196.3990583,726,30,33,995,75,3.854374032
196.4073357,6,7,3,70,65,3.854374032
196.430769,2,5,1,57,58,3.854374032
196.446181,2,8,4,304,60,3.854374032
196.4521463,2,8,2,55,62,3.854374032
196.503507,25,7,3,91,57,3.854374032
196.612949,1,6,2,57,57,3.856977866
196.7675297,24,12,5,104,62,3.856977866
196.772105,3,14,13,143,69,3.856977866
196.7747032,6,5,2,56,59,3.856977866
