TIME,RISE,COUN,ENER,DURATION,AMP,SHEAR STRESS
240.378534,8,22,15,196,75,4.74054052
240.3937697,20,9,7,896,57,4.74054052
240.398648,20,1,7,896,50,4.74054052
240.404739,156,29,23,279,67,4.74054052
240.424018,2,4,1,31,55,4.74054052
240.4286037,15,19,15,368,72,4.74054052
240.431518,3,3,1,24,58,4.74054052
240.447091,3,3,4,503,59,4.74054052
240.4846282,2,7,2,56,61,4.74054052
240.493562,6,3,2,23,55,4.74054052
240.5029587,3,3,1,62,53,4.74054052
240.5271147,33,6,2,40,59,4.74054052
240.5300072,259,47,70,635,87,4.74054052
240.538427,259,1,70,635,50,4.74054052
240.5551062,26,6,2,41,56,4.747895368
240.560437,6,15,10,147,68,4.747895368
240.5642412,6,1,10,147,50,4.747895368
240.578994,3,3,1,90,56,4.747895368
240.5830663,34,3,1,35,55,4.747895368
240.5851682,3,3,1,26,59,4.747895368
240.5914232,3,1,1,26,50,4.747895368
240.5955982,3,2,2,240,51,4.747895368
240.6258372,239,33,25,517,79,4.747895368
240.628171,6,7,3,56,65,4.747895368
240.6349682,6,32,33,291,81,4.747895368
240.640964,6,10,5,83,68,4.747895368
240.6671823,1245,35,29,1986,69,4.747895368
240.6771627,2,6,2,59,57,4.747895368
240.6925967,39,15,11,177,65,4.747895368
240.7001957,25,12,6,106,62,4.747895368
240.705654,637,16,10,657,61,4.747895368
240.7315582,13,10,5,108,60,4.747895368
240.738148,416,63,139,1429,85,4.747895368
240.7500632,2,3,1,34,60,4.747895368
240.7539853,2,4,2,137,55,4.747895368
240.7596617,36,7,3,81,61,4.747895368
240.7802148,5,7,3,51,60,4.747895368
240.7846677,2,3,1,28,57,4.747895368
240.7974757,22,15,9,232,60,4.747895368
240.806549,3,6,2,53,60,4.74767142
240.808928,354,9,6,431,63,4.74767142
240.8176047,625,31,33,885,71,4.74767142
240.8405557,22,4,2,80,54,4.74767142
240.8631172,7,18,13,194,73,4.74767142
240.8756482,4,8,4,87,58,4.74767142
240.899907,4,3,1,24,59,4.74767142
240.912774,4,4,1,42,52,4.74767142
240.918108,421,5,3,441,57,4.74767142
240.9275138,1,5,1,41,59,4.74767142
240.9334327,22,6,3,98,53,4.74767142
240.9412522,501,3,2,502,51,4.74767142
240.9467707,8,4,3,591,56,4.74767142
240.9510692,3,7,3,53,63,4.74767142
240.9745947,11,14,9,223,67,4.74767142
240.9878262,15,18,16,203,74,4.74767142
241.0088877,5,12,6,100,66,4.74767142
241.011775,6,29,26,876,73,4.74767142
241.026697,3,2,2,310,56,4.74767142
241.0295053,6,5,1,40,60,4.74767142
241.0352412,10,6,3,74,63,4.74767142
241.0462908,39,20,13,208,66,4.74767142
241.0821568,35,20,16,213,69,4.759680383
241.098687,15,20,15,194,69,4.759680383
241.1018377,30,6,2,46,62,4.759680383
241.1042287,30,4,1,52,56,4.759680383
241.113667,771,14,9,817,66,4.759680383
241.1316387,2,4,4,761,58,4.759680383
241.1407472,95,9,6,359,61,4.759680383
241.146518,3,6,2,43,61,4.759680383
241.1548077,3,9,6,450,61,4.759680383
241.1663432,8,10,4,99,64,4.759680383
241.1686587,455,35,34,729,77,4.759680383
241.1791842,8,8,5,99,67,4.759680383
241.1869767,8,1,5,99,50,4.759680383
241.1891883,351,2,2,352,55,4.759680383
241.2082867,6,4,1,37,56,4.759680383
241.2253217,19,21,22,293,74,4.759680383
241.238859,2,4,1,51,56,4.759680383
241.2508987,9,16,10,253,69,4.759680383
241.2744147,309,4,2,314,57,4.759680383
241.278806,7,9,5,238,63,4.759680383
241.291972,9,10,6,213,64,4.759680383
241.2981902,7,5,1,47,57,4.759680383
241.3001853,10,24,18,194,76,4.763900804
241.3145562,3,8,3,83,62,4.763900804
241.3203952,3,12,7,124,66,4.763900804
241.3312937,5,3,1,25,57,4.763900804
241.3351373,4,4,2,50,61,4.763900804
241.339804,6,6,3,83,62,4.763900804
241.3600412,40,4,1,50,56,4.763900804
241.3702022,1127,28,26,1275,73,4.763900804
241.390494,3,6,2,44,64,4.763900804
241.4029063,15,8,4,64,65,4.763900804
241.4295643,3,3,1,50,55,4.763900804
241.443147,21,7,2,57,60,4.763900804
241.4462392,11,4,1,35,58,4.763900804
241.4520257,431,9,6,508,61,4.763900804
241.4660327,9,38,80,377,85,4.763900804
241.4777157,3,4,1,36,56,4.763900804
241.487613,267,10,8,786,59,4.763900804
241.5090802,6,17,14,771,70,4.763900804
241.5130693,184,16,11,1011,60,4.763900804
241.5219577,218,10,6,276,60,4.763900804
241.5268057,218,1,6,276,50,4.763900804
241.5554088,197,25,20,407,76,4.771222824
241.5867667,32,7,3,104,59,4.771222824
241.5901077,139,80,172,996,85,4.771222824
241.5946032,139,2,2,242,51,4.771222824
241.597543,6,8,3,55,66,4.771222824
241.6107028,2,19,11,178,67,4.771222824
241.6138568,2,17,11,558,65,4.771222824
241.6362578,41,29,28,255,72,4.771222824
241.6397387,5,7,3,57,62,4.771222824
241.642832,15,3,1,23,58,4.771222824
241.6452047,17,6,3,41,63,4.771222824
241.653028,1771,40,36,1982,74,4.771222824
241.6673547,3,3,1,49,55,4.771222824
241.695255,12,3,1,25,58,4.771222824
241.6979997,5,4,1,28,61,4.771222824
241.707426,3,5,1,38,60,4.771222824
241.711654,17,19,11,177,66,4.771222824
241.721926,7,6,2,60,58,4.771222824
241.737338,3,5,2,35,61,4.771222824
241.739336,5,5,2,40,60,4.771222824
241.779074,726,44,32,1227,67,4.771222824
241.7913052,6,4,1,26,58,4.771222824
241.7959418,2,4,1,28,58,4.771222824
241.8266547,6,4,1,26,60,4.777578668
241.832199,19,21,14,622,64,4.777578668
241.835322,36,16,14,148,71,4.777578668
241.8640507,132,10,6,215,60,4.777578668
241.8974497,5,8,5,85,68,4.777578668
241.9125697,24,17,14,877,66,4.777578668
241.931117,3,7,4,80,63,4.777578668
241.9382137,1182,19,15,1266,67,4.777578668
241.944138,6,26,24,216,78,4.777578668
241.9469333,3,9,5,95,66,4.777578668
241.9535387,59,6,2,63,53,4.777578668
241.9560162,2,8,3,101,58,4.777578668
241.9580548,2,1,3,101,50,4.777578668
241.9848737,15,11,6,104,65,4.777578668
241.9944322,12,27,18,198,75,4.777578668
242.0048717,605,28,22,878,72,4.777578668
242.0215047,6,4,2,30,65,4.777578668
242.027139,15,9,3,58,60,4.777578668
242.0454927,3,3,2,19,52,4.777578668
242.0503078,8,11,7,119,69,4.785098895
242.068335,662,4,3,666,54,4.785098895
242.0746772,10,43,74,513,84,4.785098895
242.129515,906,20,17,1279,66,4.785098895
242.1440427,29,3,1,36,53,4.785098895
242.1460362,6,4,1,26,58,4.785098895
242.148018,7,24,25,398,77,4.785098895
242.1537107,3,7,3,121,60,4.785098895
242.158301,672,4,4,688,59,4.785098895
242.1721767,28,21,20,212,71,4.785098895
242.179976,13,8,3,71,57,4.785098895
242.1926103,7,9,5,84,66,4.785098895
242.197154,16,27,41,254,80,4.785098895
242.2002313,33,25,14,353,65,4.785098895
242.208449,463,11,7,547,65,4.785098895
242.2229852,480,3,3,484,56,4.785098895
242.2587683,11,23,23,217,75,4.785098895
242.2615192,1,3,1,24,60,4.785098895
242.2696577,737,11,7,795,59,4.785098895
242.27276,737,1,7,795,50,4.785098895
242.3008512,22,5,2,69,58,4.789584555
242.3043148,8,8,2,43,59,4.789584555
242.3194622,23,5,1,56,53,4.789584555
242.3267012,23,4,1,50,52,4.789584555
242.3340617,3,5,2,46,57,4.789584555
242.345673,9,19,12,204,70,4.789584555
242.3553637,2,5,2,52,60,4.789584555
242.3708368,39,11,4,116,59,4.789584555
242.3728532,14,4,1,34,58,4.789584555
242.39643,14,1,1,34,50,4.789584555
242.4128947,13,35,49,324,80,4.789584555
242.4289527,8,3,1,28,54,4.789584555
242.4412022,8,5,1,39,57,4.789584555
242.4537247,15,22,15,198,69,4.789584555
242.456813,12,69,285,623,96,4.789584555
242.4749357,21,6,1,51,54,4.789584555
242.485497,3,2,3,697,55,4.789584555
242.4902607,8,41,58,374,84,4.789584555
242.4941222,195,31,23,1232,67,4.789584555
242.497627,761,10,8,788,58,4.789584555
242.517034,6,4,1,31,60,4.789584555
242.5294143,3,11,9,707,67,4.789584555
242.533127,8,9,6,327,65,4.789584555
242.541226,9,6,2,70,60,4.789584555
242.56765,2,27,26,453,77,4.794511174
242.57094,726,3,4,735,52,4.794511174
242.5803088,2,28,29,242,79,4.794511174
242.5877022,17,15,9,204,66,4.794511174
242.5898022,66,29,20,275,69,4.794511174
242.5970802,7,11,4,89,67,4.794511174
242.60524,3,3,1,37,56,4.794511174
242.6161017,2,4,1,36,56,4.794511174
242.6229137,3,5,3,49,66,4.794511174
242.635295,136,3,2,140,55,4.794511174
242.63914,9,9,5,73,70,4.794511174
242.6467517,16,3,1,54,57,4.794511174
242.650211,547,35,20,734,70,4.794511174
242.6620112,1,6,2,52,59,4.794511174
242.665276,10,15,9,121,68,4.794511174
242.667507,2,4,1,34,56,4.794511174
242.6723327,6,4,1,72,55,4.794511174
242.68859,32,13,6,110,65,4.794511174
242.7003172,22,7,3,95,61,4.794511174
242.713618,12,6,3,162,57,4.794511174
242.727403,58,14,7,162,61,4.794511174
242.7336692,58,1,7,162,50,4.794511174
242.7507318,11,14,6,128,60,4.794511174
242.7545478,238,6,3,298,56,4.794511174
242.773726,17,10,4,75,60,4.794511174
242.7776342,27,16,11,156,70,4.794511174
242.7820388,12,4,1,28,55,4.794511174
242.7855518,15,12,8,525,65,4.794511174
242.7910147,553,3,3,556,52,4.794511174
242.7998377,6,4,1,26,60,4.794511174
242.8070927,150,8,4,199,54,4.796093292
242.8185507,2,7,2,58,60,4.796093292
242.8295532,2,1,2,58,50,4.796093292
242.83346,3,2,3,9,51,4.796093292
242.8386523,7,18,19,851,69,4.796093292
242.8447968,7,1,19,851,50,4.796093292
242.852132,370,9,6,506,55,4.796093292
242.865335,9,4,1,29,57,4.796093292
242.8706563,3,6,3,84,60,4.796093292
242.8770672,24,7,2,57,56,4.796093292
242.8798418,5,8,3,83,59,4.796093292
242.9048768,33,13,6,126,65,4.796093292
242.913447,591,10,8,665,64,4.796093292
242.9177632,39,11,5,103,61,4.796093292
242.9237328,39,1,5,103,50,4.796093292
242.9320667,14,12,5,94,67,4.796093292
242.9403562,123,8,4,175,60,4.796093292
242.947188,1139,28,24,1322,70,4.796093292
242.9503105,428,17,13,720,62,4.796093292
242.9627723,3,29,23,1044,67,4.796093292
242.9739518,30,18,13,184,69,4.796093292
242.9843748,5,6,2,63,59,4.796093292
243.0049687,5,4,1,53,58,4.796093292
243.017852,19,13,8,173,64,4.796093292
243.026624,3,4,1,26,58,4.796093292
243.0327392,3,1,1,26,50,4.796093292
243.035128,8,7,4,64,66,4.796093292
243.042564,3,5,2,37,62,4.796093292
243.056406,28,26,19,1164,64,4.800243748
243.0646992,2,4,1,54,56,4.800243748
243.0665662,13,16,11,689,66,4.800243748
243.070881,13,1,11,689,50,4.800243748
243.0741142,4,10,5,84,66,4.800243748
243.0867167,4,3,1,25,59,4.800243748
243.089961,9,13,10,482,68,4.800243748
243.0959233,53,13,5,106,60,4.800243748
243.0997647,53,1,5,106,50,4.800243748
243.101781,6,5,1,27,62,4.800243748
243.1084457,2,19,9,161,64,4.800243748
243.11071,14,7,4,38,62,4.800243748
243.1190592,344,33,25,462,69,4.800243748
243.1233407,502,16,14,620,70,4.800243748
243.1284697,2,8,3,55,62,4.800243748
243.146394,21,6,1,55,54,4.800243748
243.1682362,3,11,7,430,67,4.800243748
243.1881127,16,11,5,96,63,4.800243748
243.2093242,2,6,2,56,63,4.800243748
243.2114647,2,1,2,56,50,4.800243748
243.2143327,2,4,1,52,53,4.800243748
243.2225797,22,15,9,206,63,4.800243748
243.234703,9,4,1,43,57,4.800243748
243.2525297,9,6,2,55,62,4.800243748
243.2620662,3,3,3,801,54,4.800243748
243.274853,22,4,2,72,56,4.800243748
243.280115,1,5,1,33,58,4.800243748
243.2862337,2,7,3,59,60,4.800243748
243.2936967,3,4,2,52,55,4.800243748
243.313238,17,8,3,55,60,4.79833329
243.339499,285,24,28,536,79,4.79833329
243.3653467,3,4,1,26,61,4.79833329
243.3718672,3,3,5,855,54,4.79833329
243.389081,19,5,2,68,58,4.79833329
243.391979,1,5,1,42,58,4.79833329
243.3952523,34,17,12,205,68,4.79833329
243.4067123,12,11,4,83,64,4.79833329
243.4205392,16,8,2,70,58,4.79833329
243.4293997,9,19,16,753,70,4.79833329
243.4438017,34,7,4,102,61,4.79833329
243.4482702,451,2,1,455,53,4.79833329
243.451563,40,30,19,260,75,4.79833329
243.4585518,3,4,1,26,60,4.79833329
243.4615443,41,8,3,98,59,4.79833329
243.479378,3,6,2,60,61,4.79833329
243.4831172,3,6,2,53,59,4.79833329
243.4914127,3,7,3,71,58,4.79833329
243.5023832,33,19,16,1343,58,4.79833329
243.5172432,40,4,5,713,53,4.79833329
243.526313,441,13,8,522,64,4.79833329
243.5290647,441,1,8,522,50,4.79833329
243.5330242,11,35,50,297,83,4.79833329
243.538231,537,10,8,578,64,4.79833329
243.5512397,1,6,2,58,62,4.802111618
243.5541852,754,12,7,791,62,4.802111618
243.5654742,4,4,1,33,58,4.802111618
243.5740097,657,27,27,875,75,4.802111618
243.5881287,709,27,18,884,69,4.802111618
243.604805,37,6,2,54,58,4.802111618
243.6271048,13,5,2,46,58,4.802111618
243.6386192,39,15,8,131,64,4.802111618
243.6470817,3,22,18,198,72,4.802111618
243.666628,4,8,4,88,64,4.802111618
243.6749892,7,16,10,152,72,4.802111618
243.6772087,16,3,1,30,57,4.802111618
243.71095,26,20,17,198,73,4.802111618
243.7134102,19,12,8,139,65,4.802111618
243.7293037,5,16,9,115,68,4.802111618
243.7334313,14,29,36,243,76,4.802111618
243.737892,52,10,3,87,59,4.802111618
243.748986,31,13,5,111,62,4.802111618
243.7608983,150,14,8,240,65,4.802111618
243.7653827,25,11,5,102,63,4.802111618
243.769147,15,5,1,55,54,4.802111618
243.7876257,2,4,1,52,57,4.802111618
243.798178,487,3,3,507,57,4.802111618
243.8048507,6,16,15,155,73,4.811832046
243.8204023,2,3,1,56,54,4.811832046
243.8347257,10,7,2,47,59,4.811832046
243.849826,154,3,2,190,54,4.811832046
243.8540388,162,9,4,199,57,4.811832046
243.8564002,887,24,17,965,63,4.811832046
243.8612267,33,14,8,111,66,4.811832046
243.8664783,995,33,25,1079,69,4.811832046
243.8693603,425,55,58,1323,71,4.811832046
243.9109752,33,10,5,101,62,4.811832046
243.9151687,489,24,17,571,68,4.811832046
243.9175405,16,21,19,287,67,4.811832046
243.9209332,16,1,19,287,50,4.811832046
243.9258287,8,3,1,57,55,4.811832046
243.9281592,1967,41,46,2240,78,4.811832046
243.93228,6,39,39,654,78,4.811832046
243.9360133,2,13,6,169,63,4.811832046
243.9462207,2,5,2,59,60,4.811832046
243.9561462,125,4,2,129,58,4.811832046
243.959153,6,25,23,226,74,4.811832046
243.9634677,31,25,16,242,68,4.811832046
243.975901,3,6,1,50,56,4.811832046
243.985421,3,4,1,26,59,4.811832046
244.005993,2,5,1,43,54,4.811832046
244.0193202,2,13,9,513,63,4.811832046
244.0231697,6,6,3,83,60,4.811832046
244.0491212,134,6,3,171,55,4.811832046
244.052552,642,16,10,736,62,4.817689474
244.0715398,17,8,4,55,62,4.817689474
244.088201,761,12,9,838,62,4.817689474
244.091379,120,24,22,408,71,4.817689474
244.0944417,13,21,22,444,71,4.817689474
244.0978617,14,11,7,352,60,4.817689474
244.1024202,8,3,1,13,57,4.817689474
244.1053247,8,1,1,13,50,4.817689474
244.1116652,287,2,1,288,58,4.817689474
244.1352202,1181,7,8,1227,60,4.817689474
244.140332,9,7,4,175,62,4.817689474
244.1667528,18,15,7,107,64,4.817689474
244.1708388,605,3,3,622,55,4.817689474
244.1771137,2,3,1,49,53,4.817689474
244.1789722,8,5,2,84,59,4.817689474
244.2007522,11,8,10,794,63,4.817689474
244.2034107,11,3,1,11,54,4.817689474
244.207559,2,3,1,33,59,4.817689474
244.2133957,2,1,1,33,50,4.817689474
244.2269312,4,3,1,24,60,4.817689474
244.2358347,3,2,1,93,55,4.817689474
244.2412127,3,3,1,23,57,4.817689474
244.2469158,2,8,4,139,58,4.817689474
244.2573767,10,13,7,96,67,4.817689474
244.261051,22,4,1,23,55,4.817689474
244.2763372,14,5,1,37,59,4.817689474
244.2781912,3,4,1,35,60,4.817689474
244.2812268,10,9,6,652,58,4.817689474
244.286361,11,4,1,55,53,4.817689474
244.2974412,3,4,1,53,56,4.817689474
244.3083563,4,5,2,57,63,4.831432846
244.3208677,27,8,2,60,62,4.831432846
244.330915,2,9,4,96,59,4.831432846
244.3541447,19,15,12,911,63,4.831432846
244.3584317,21,13,6,112,60,4.831432846
244.3695892,21,9,6,514,59,4.831432846
244.3782067,9,8,4,67,65,4.831432846
244.3802372,37,7,3,94,58,4.831432846
244.388141,10,21,24,950,76,4.831432846
244.3943547,900,29,21,1021,71,4.831432846
244.399468,226,13,7,320,66,4.831432846
244.411511,12,7,2,90,57,4.831432846
244.4215718,2,5,2,53,62,4.831432846
244.4278127,12,21,15,200,73,4.831432846
244.4342392,26,8,3,83,60,4.831432846
244.4473777,26,4,4,774,52,4.831432846
244.461044,3,4,1,37,62,4.831432846
244.4933337,2,13,7,163,65,4.831432846
244.4953058,52,12,6,111,63,4.831432846
244.505997,2,8,3,60,62,4.831432846
244.512519,2,9,3,58,60,4.831432846
244.526502,24,26,17,208,72,4.831432846
244.5333252,14,4,1,31,56,4.831432846
244.5430837,2,4,4,617,55,4.831432846
244.5469022,17,5,7,1459,56,4.831432846
244.5594467,11,5,2,61,59,4.84137446
244.575185,6,4,1,30,61,4.84137446
244.580706,3,2,1,52,52,4.84137446
244.590971,214,2,2,218,56,4.84137446
244.6177503,12,27,18,229,71,4.84137446
244.625152,4,8,11,1551,56,4.84137446
244.6313062,3,4,2,53,61,4.84137446
244.6342888,685,53,83,2017,82,4.84137446
244.647789,2,15,8,270,59,4.84137446
244.65663,77,10,4,131,66,4.84137446
244.660422,35,11,7,142,65,4.84137446
244.663804,17,4,1,30,59,4.84137446
244.6995328,129,14,7,247,63,4.84137446
244.707267,4,10,7,88,68,4.84137446
244.7092852,2,7,2,56,61,4.84137446
244.7151823,151,53,41,531,77,4.84137446
244.719594,6,6,3,78,61,4.84137446
244.7231892,32,8,3,100,55,4.84137446
244.7259333,22,16,7,116,64,4.84137446
244.7300557,56,26,18,992,63,4.84137446
244.7343112,306,30,21,440,67,4.84137446
244.7679162,751,4,6,775,62,4.84137446
244.7747382,3,4,1,26,57,4.84137446
244.7787767,455,5,4,504,62,4.84137446
244.7813037,3,5,2,33,60,4.84137446
244.786497,26,9,3,83,58,4.84137446
244.788966,8,5,1,27,58,4.84137446
244.7932032,7,10,7,353,59,4.84137446
244.7991718,7,8,4,87,63,4.84137446
244.8040752,15,5,1,42,58,4.841534119
244.8131737,15,2,1,46,54,4.841534119
244.8166682,10,3,1,30,56,4.841534119
244.8278998,2,15,9,137,67,4.841534119
244.841013,685,3,5,1273,56,4.841534119
244.8447702,3,3,1,23,58,4.841534119
244.8497592,6,7,2,56,64,4.841534119
244.853707,7,84,235,847,96,4.841534119
244.8631588,6,5,2,36,61,4.841534119
244.868885,15,17,14,875,69,4.841534119
244.8766377,12,12,7,104,69,4.841534119
244.8798117,3,9,4,84,67,4.841534119
244.8938077,9,6,3,59,63,4.841534119
244.8959843,9,5,2,56,63,4.841534119
244.8992432,7,4,3,230,59,4.841534119
244.9022962,632,38,30,876,76,4.841534119
244.90514,9,8,3,91,60,4.841534119
244.9096652,9,1,3,91,50,4.841534119
244.9187062,2,24,21,1609,63,4.841534119
244.9221302,37,31,27,599,71,4.841534119
244.927048,3,29,24,449,72,4.841534119
244.9417807,24,10,4,119,60,4.841534119
244.9543677,3,5,2,27,61,4.841534119
244.9637623,40,10,4,121,59,4.841534119
244.9668777,6,6,2,47,56,4.841534119
244.9757217,10,102,366,1920,99,4.841534119
244.9827002,6,7,6,510,63,4.841534119
244.9906732,875,5,7,896,58,4.841534119
244.9945992,875,1,7,896,50,4.841534119
244.9996922,26,10,6,100,63,4.841534119
245.003048,23,13,9,115,67,4.841534119
245.0281247,9,34,42,310,77,4.841534119
245.0404248,2,18,17,181,73,4.841534119
245.0430483,37,11,7,105,62,4.841534119
245.0605492,6,12,9,798,60,4.852757034
245.0834297,10,40,56,382,85,4.852757034
245.1011492,686,36,31,906,75,4.852757034
245.103857,28,4,1,57,53,4.852757034
245.1085842,44,2,1,49,52,4.852757034
245.12025,9,3,1,28,57,4.852757034
245.125967,10,8,4,94,65,4.852757034
245.129219,28,3,1,32,54,4.852757034
245.133522,12,3,1,25,57,4.852757034
245.1438113,3,15,10,160,72,4.852757034
245.1506768,808,8,6,854,61,4.852757034
245.1635003,11,43,51,485,82,4.852757034
245.17434,33,3,1,37,53,4.852757034
245.1782463,22,4,1,72,56,4.852757034
245.1894457,1,7,4,609,58,4.852757034
245.1953292,9,28,27,975,75,4.852757034
245.218051,1136,3,4,1141,55,4.852757034
245.2210722,2,13,11,1350,58,4.852757034
245.2260343,39,15,13,202,69,4.852757034
245.228807,39,1,13,202,50,4.852757034
245.2336947,39,1,13,202,50,4.852757034
245.2408043,6,4,1,26,58,4.852757034
245.245089,6,6,3,65,62,4.852757034
245.248038,14,15,7,115,64,4.852757034
245.2510627,14,1,7,115,50,4.852757034
245.2555897,3,5,5,285,64,4.852757034
245.278345,33,11,6,101,64,4.852757034
245.3008833,3,3,1,40,54,4.851218665
245.3041607,3,1,1,40,50,4.851218665
245.3189628,2,3,2,184,54,4.851218665
245.3210443,10,9,3,64,64,4.851218665
245.3233362,3,4,2,30,64,4.851218665
245.326204,693,5,6,697,54,4.851218665
245.3289942,6,10,4,86,65,4.851218665
245.3379117,37,6,2,91,55,4.851218665
245.3465252,7,23,13,179,73,4.851218665
245.350357,3,13,8,731,59,4.851218665
245.354789,618,7,11,1677,55,4.851218665
245.3583917,177,11,9,714,56,4.851218665
245.3611888,6,5,2,37,62,4.851218665
245.3723538,738,4,3,772,58,4.851218665
245.3763197,738,4,2,129,55,4.851218665
245.380672,19,9,3,96,60,4.851218665
245.382812,9,5,2,60,61,4.851218665
245.3860362,10,7,2,60,60,4.851218665
245.398794,3,5,2,43,62,4.851218665
245.402603,3,6,4,56,65,4.851218665
245.4062163,3,4,1,37,55,4.851218665
245.413069,6,6,2,60,60,4.851218665
245.41608,7,7,4,57,66,4.851218665
245.4222552,9,24,22,215,76,4.851218665
245.4269137,190,2,1,190,50,4.851218665
245.4323683,19,12,8,118,66,4.851218665
245.434598,11,66,80,1180,83,4.851218665
245.4378552,790,9,8,836,61,4.851218665
245.440585,6,8,9,642,64,4.851218665
245.44447,7,4,1,49,59,4.851218665
245.44941,22,10,6,95,65,4.851218665
245.452621,9,9,5,100,67,4.851218665
245.4614027,14,4,1,34,57,4.851218665
245.4727747,4,14,12,137,69,4.851218665
245.4766303,44,6,2,63,58,4.851218665
245.4810333,310,20,17,1169,66,4.851218665
245.4895533,530,14,10,605,61,4.851218665
245.4949228,9,10,6,108,64,4.851218665
245.498388,1025,59,114,2310,84,4.851218665
245.5050893,25,6,2,73,57,4.851218665
245.5089738,33,20,14,217,66,4.851218665
245.5117198,409,23,13,555,70,4.851218665
245.5192577,17,5,2,63,58,4.851218665
245.526928,739,33,37,1457,74,4.851218665
245.533057,10,19,13,187,72,4.851218665
245.537712,619,19,14,704,62,4.851218665
245.5402202,530,9,6,602,59,4.851218665
245.543026,530,1,6,602,50,4.851218665
245.5469802,530,2,1,54,52,4.851218665
245.5562528,20,5,2,55,59,4.853925367
245.56629,18,10,4,113,58,4.853925367
245.585666,2,7,7,525,58,4.853925367
245.5903403,3,4,1,20,56,4.853925367
245.5945007,15,46,59,1351,76,4.853925367
245.6041748,5,3,1,25,58,4.853925367
245.6089227,1,3,1,51,56,4.853925367
245.6134357,180,9,4,209,58,4.853925367
245.6199632,28,12,7,177,65,4.853925367
245.628568,5,8,4,69,64,4.853925367
245.6401777,27,16,11,729,62,4.853925367
245.6461973,70,2,1,70,51,4.853925367
245.6544127,546,14,8,623,63,4.853925367
245.6597712,546,1,8,623,50,4.853925367
245.667873,14,5,5,483,57,4.853925367
245.6731852,14,3,1,23,59,4.853925367
245.6752157,23,9,8,114,69,4.853925367
245.7011003,16,4,1,21,55,4.853925367
245.7043212,6,11,6,158,67,4.853925367
245.707978,22,18,10,150,65,4.853925367
245.7165617,5,6,3,55,64,4.853925367
245.7196107,179,6,3,213,60,4.853925367
245.738811,427,2,2,430,54,4.853925367
245.7460897,47,4,5,698,56,4.853925367
245.760815,87,5,2,104,56,4.853925367
245.765737,66,4,2,112,61,4.853925367
245.777562,4,7,4,349,56,4.853925367
245.7855288,474,1,3,474,50,4.853925367
245.7898777,4,3,1,28,58,4.853925367
245.798217,3,3,1,26,60,4.853925367
245.8038477,667,7,5,688,54,4.855829176
245.811554,108,4,2,128,57,4.855829176
245.814381,526,22,13,600,63,4.855829176
245.821702,6,11,8,823,60,4.855829176
245.8369752,26,9,4,82,61,4.855829176
245.839115,7,8,3,84,57,4.855829176
245.844221,8,5,1,28,59,4.855829176
245.8497087,22,3,1,48,53,4.855829176
245.852819,185,3,1,208,53,4.855829176
245.8709933,3,3,1,37,53,4.855829176
245.8827438,13,16,13,876,70,4.855829176
245.8876098,300,8,5,355,63,4.855829176
245.8968597,1,6,2,73,57,4.855829176
245.9067147,15,4,2,50,62,4.855829176
245.9092307,14,5,1,31,57,4.855829176
245.9131237,5,6,4,43,67,4.855829176
245.91966,512,13,9,966,59,4.855829176
245.938759,14,4,1,34,58,4.855829176
245.9464467,15,11,6,97,63,4.855829176
245.9552702,9,11,11,604,66,4.855829176
245.9612638,2,10,7,586,60,4.855829176
245.9649573,3,2,2,593,51,4.855829176
245.9760998,5,11,6,105,63,4.855829176
245.9860308,3,4,1,50,60,4.855829176
246.0084502,654,19,18,1864,58,4.855829176
246.0165522,57,9,6,308,60,4.855829176
246.028411,7,22,21,1487,67,4.855829176
246.0334657,2,4,1,26,60,4.855829176
246.0369287,1989,21,25,2813,66,4.855829176
246.0520447,261,33,22,468,71,4.853618676
246.05604,2,13,6,97,62,4.853618676
246.0589177,140,10,6,213,65,4.853618676
246.061681,140,1,6,213,50,4.853618676
246.0681437,3,5,2,39,60,4.853618676
246.104729,40,25,29,246,75,4.853618676
246.11732,6,5,3,177,57,4.853618676
246.1306152,11,5,1,32,58,4.853618676
246.139702,2,3,1,55,54,4.853618676
246.1570432,2,3,2,207,56,4.853618676
246.208019,6,12,8,815,58,4.853618676
246.2120482,7,10,5,91,65,4.853618676
246.2220828,11,9,6,87,65,4.853618676
246.2240777,156,27,14,343,62,4.853618676
246.2277737,10,13,7,106,68,4.853618676
246.2305502,533,5,3,565,53,4.853618676
246.2528007,2,2,3,594,53,4.853618676
246.2565528,57,7,3,110,62,4.853618676
246.271925,22,12,5,141,62,4.853618676
246.274103,8,10,4,91,63,4.853618676
246.2800042,13,13,8,175,61,4.853618676
246.290644,2,12,6,96,63,4.853618676
246.2978108,37,10,5,102,62,4.853618676
246.3034242,1,5,1,42,58,4.857780221
246.315565,6,12,7,115,63,4.857780221
246.3245262,3,3,1,116,53,4.857780221
246.33118,6,4,1,52,59,4.857780221
246.3531467,2,18,13,149,69,4.857780221
246.3852507,1,6,2,54,57,4.857780221
246.3875052,8,8,3,55,61,4.857780221
246.3951493,8,2,1,53,55,4.857780221
246.4043248,374,1,1,374,51,4.857780221
246.408201,4,3,1,24,56,4.857780221
246.4100647,4,1,1,24,50,4.857780221
246.4153057,54,16,7,135,63,4.857780221
246.4177982,6,11,9,1100,62,4.857780221
246.4284067,19,5,3,196,57,4.857780221
246.4320592,6,4,1,26,58,4.857780221
